order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date,currency,customer_unique_id,customer_city,customer_department,customer_postal_code_prefix,item_count,gross_merchandise_value,freight_value,unique_products,main_category,monetary,payment_count,max_installments,main_payment_type
col_order_0003670,col_customer_0003670,delivered,2024-05-14 10:21:57,2024-05-15 14:00:57,2024-05-16 07:00:57,2024-05-26 07:00:57,2024-05-26 10:21:57,COP,col_unique_002568,armenia,quindio,630,1.0,199400.0,23900.0,1.0,accesorios_moto,223300.0,1.0,3.0,tarjeta_credito
col_order_0003671,col_customer_0003671,returned,2024-07-09 19:21:04,2024-07-10 22:31:04,2024-07-11 21:31:04,2024-07-14 12:31:04,2024-07-21 19:21:04,COP,col_unique_002569,villavicencio,meta,500,1.0,230000.0,26300.0,1.0,hogar,256300.0,1.0,6.0,tarjeta_credito
col_order_0003672,col_customer_0003672,delivered,2024-01-15 14:37:04,2024-01-16 15:47:04,2024-01-19 04:47:04,2024-01-21 15:47:04,2024-01-29 14:37:04,COP,col_unique_002570,medellin,antioquia,050,1.0,81300.0,8400.0,1.0,moda,89700.0,2.0,1.0,contra_entrega
col_order_0003673,col_customer_0003673,delivered,2024-06-06 17:37:04,2024-06-08 08:03:04,2024-06-10 05:03:04,2024-06-20 16:03:04,2024-06-16 17:37:04,COP,col_unique_002570,medellin,antioquia,050,1.0,227000.0,19100.0,1.0,hogar,246100.0,1.0,1.0,tarjeta_debito
col_order_0003674,col_customer_0003674,delivered,2024-06-09 17:31:52,2024-06-10 04:58:52,2024-06-10 15:58:52,2024-06-22 13:58:52,2024-06-21 17:31:52,COP,col_unique_002571,barranquilla,atlantico,080,1.0,104200.0,19300.0,1.0,salud,123500.0,1.0,3.0,tarjeta_credito
col_order_0003675,col_customer_0003675,delivered,2025-03-20 02:21:04,2025-03-20 13:56:04,2025-03-21 15:56:04,2025-03-31 08:56:04,2025-03-30 02:21:04,COP,col_unique_002572,bogota,bogota d.c.,110,3.0,539300.0,39500.0,3.0,deportes,578800.0,1.0,3.0,tarjeta_credito
col_order_0003676,col_customer_0003676,canceled,2024-01-18 09:07:24,2024-01-20 03:57:24,,,2024-01-22 09:07:24,COP,col_unique_002573,medellin,antioquia,050,,,,,,,,,
col_order_0003677,col_customer_0003677,delivered,2025-05-25 00:45:40,2025-05-26 04:52:40,2025-05-28 10:52:40,2025-06-08 07:52:40,2025-06-01 00:45:40,COP,col_unique_002574,monteria,cordoba,230,1.0,138300.0,30200.0,1.0,salud,168500.0,1.0,1.0,tarjeta_debito
col_order_0003678,col_customer_0003678,delivered,2025-11-04 12:45:40,2025-11-05 14:39:40,2025-11-08 14:39:40,2025-11-20 06:39:40,2025-11-11 12:45:40,COP,col_unique_002574,monteria,cordoba,230,1.0,402100.0,33700.0,1.0,tecnologia,435800.0,1.0,6.0,tarjeta_credito
col_order_0003679,col_customer_0003679,canceled,2024-08-20 13:21:13,2024-08-20 17:34:13,,,2024-08-29 13:21:13,COP,col_unique_002575,bogota,bogota d.c.,110,,,,,,,,,
col_order_0003680,col_customer_0003680,delivered,2024-06-14 23:58:53,2024-06-16 09:20:53,2024-06-18 02:20:53,2024-06-23 14:20:53,2024-06-19 23:58:53,COP,col_unique_002576,medellin,antioquia,050,1.0,129100.0,13200.0,1.0,moda,144800.0,1.0,1.0,bono_regalo
col_order_0003681,col_customer_0003681,delivered,2024-08-08 12:44:05,2024-08-10 05:26:05,2024-08-13 04:26:05,,2024-08-22 12:44:05,COP,col_unique_002577,medellin,antioquia,050,1.0,164400.0,14200.0,1.0,hogar,178600.0,1.0,6.0,tarjeta_credito
col_order_0003682,col_customer_0003682,delivered,2024-11-01 01:15:55,2024-11-01 03:43:55,2024-11-02 04:43:55,2024-11-05 08:43:55,2024-11-14 01:15:55,COP,col_unique_002578,barranquilla,atlantico,080,1.0,86500.0,17200.0,1.0,belleza,103700.0,1.0,1.0,tarjeta_credito
col_order_0003683,col_customer_0003683,delivered,2025-03-25 17:07:11,2025-03-25 20:55:11,2025-03-26 11:55:11,2025-03-28 21:55:11,2025-03-30 17:07:11,COP,col_unique_002579,cali,valle del cauca,760,1.0,77500.0,17800.0,1.0,mercado,95300.0,1.0,1.0,tarjeta_debito
col_order_0003684,col_customer_0003684,canceled,2024-05-04 21:11:05,2024-05-06 14:16:05,,,2024-05-18 21:11:05,COP,col_unique_002580,cartagena,bolivar,130,,,,,,,,,
col_order_0003685,col_customer_0003685,delivered,2024-02-18 05:52:53,2024-02-19 02:23:53,2024-02-19 20:23:53,2024-02-23 23:23:53,2024-02-28 05:52:53,COP,col_unique_002581,santa marta,magdalena,470,3.0,430900.0,81300.0,3.0,belleza,512200.0,1.0,6.0,credito_bnpl
col_order_0003686,col_customer_0003686,returned,2025-02-11 02:43:21,2025-02-12 08:02:21,2025-02-15 15:02:21,2025-02-19 18:02:21,2025-02-24 02:43:21,COP,col_unique_002582,cartagena,bolivar,130,4.0,332900.0,92400.0,4.0,belleza,425300.0,1.0,3.0,tarjeta_credito
col_order_0003687,col_customer_0003687,delivered,2025-05-15 13:43:21,2025-05-15 22:38:21,2025-05-17 20:38:21,2025-05-27 06:38:21,2025-05-25 13:43:21,COP,col_unique_002582,cartagena,bolivar,130,1.0,86200.0,11900.0,1.0,mercado,98100.0,1.0,3.0,tarjeta_credito
col_order_0003688,col_customer_0003688,delivered,2024-05-09 00:46:56,2024-05-10 18:16:56,2024-05-11 20:16:56,2024-05-19 10:16:56,2024-05-18 00:46:56,COP,col_unique_002583,medellin,antioquia,050,1.0,214300.0,19800.0,1.0,hogar,234100.0,1.0,1.0,transferencia
col_order_0003689,col_customer_0003689,returned,2024-07-22 23:46:56,2024-07-23 02:13:56,2024-07-26 00:13:56,2024-07-27 11:13:56,2024-08-03 23:46:56,COP,col_unique_002583,medellin,antioquia,050,2.0,662100.0,37700.0,2.0,belleza,699800.0,1.0,1.0,tarjeta_debito
col_order_0003690,col_customer_0003690,delivered,2024-12-09 08:46:56,2024-12-10 19:02:56,2024-12-13 11:02:56,2024-12-16 15:02:56,2024-12-23 08:46:56,COP,col_unique_002583,medellin,antioquia,050,2.0,233000.0,29800.0,2.0,deportes,262800.0,1.0,1.0,tarjeta_debito
col_order_0003691,col_customer_0003691,delivered,2025-02-15 11:53:14,2025-02-17 06:57:14,2025-02-17 16:57:14,2025-02-26 23:57:14,2025-03-01 11:53:14,COP,col_unique_002584,bogota,bogota d.c.,110,2.0,201300.0,11800.0,2.0,deportes,223200.0,1.0,1.0,contra_entrega
col_order_0003692,col_customer_0003692,delivered,2024-05-04 02:49:02,2024-05-05 07:36:02,2024-05-07 03:36:02,2024-05-10 13:36:02,2024-05-17 02:49:02,COP,col_unique_002585,barranquilla,atlantico,080,4.0,1181700.0,118200.0,4.0,tecnologia,1299900.0,1.0,1.0,bono_regalo
col_order_0003693,col_customer_0003693,delivered,2025-03-09 00:21:04,2025-03-09 17:43:04,2025-03-12 15:43:04,2025-03-18 07:43:04,2025-03-14 00:21:04,COP,col_unique_002586,cali,valle del cauca,760,4.0,725300.0,66700.0,4.0,hogar,792000.0,1.0,3.0,tarjeta_credito
col_order_0003694,col_customer_0003694,delivered,2025-03-15 13:43:18,2025-03-17 13:29:18,2025-03-20 01:29:18,2025-03-25 20:29:18,2025-03-26 13:43:18,COP,col_unique_002587,bucaramanga,santander,680,1.0,75800.0,13300.0,1.0,libros,89100.0,1.0,1.0,contra_entrega
col_order_0003695,col_customer_0003695,delivered,2025-06-13 23:45:23,2025-06-14 07:24:23,2025-06-16 15:24:23,2025-06-20 12:24:23,2025-06-17 23:45:23,COP,col_unique_002588,bucaramanga,santander,680,1.0,143700.0,24200.0,1.0,moda,167900.0,1.0,6.0,credito_bnpl
col_order_0003696,col_customer_0003696,delivered,2024-02-08 18:20:45,2024-02-10 08:04:45,2024-02-14 04:04:45,2024-02-19 13:04:45,2024-02-16 18:20:45,COP,col_unique_002589,cali,valle del cauca,760,1.0,140800.0,19200.0,1.0,deportes,160000.0,2.0,3.0,tarjeta_credito
col_order_0003697,col_customer_0003697,delivered,2024-08-02 18:20:45,2024-08-04 01:35:45,2024-08-05 05:35:45,2024-08-13 20:35:45,2024-08-09 18:20:45,COP,col_unique_002589,cali,valle del cauca,760,3.0,255700.0,55200.0,3.0,belleza,310900.0,1.0,3.0,tarjeta_credito
col_order_0003698,col_customer_0003698,delivered,2024-11-11 05:20:45,2024-11-12 13:49:45,2024-11-15 05:49:45,2024-11-19 15:49:45,2024-11-23 05:20:45,COP,col_unique_002589,cali,valle del cauca,760,2.0,266500.0,26300.0,2.0,moda,292800.0,1.0,1.0,tarjeta_debito
col_order_0003699,col_customer_0003699,delivered,2024-10-16 15:25:07,2024-10-17 19:57:07,2024-10-18 03:57:07,2024-10-19 05:57:07,2024-10-19 15:25:07,COP,col_unique_002590,chia,cundinamarca,250,1.0,563200.0,26900.0,1.0,celulares,590100.0,1.0,1.0,credito_bnpl
col_order_0003700,col_customer_0003700,delivered,2024-05-21 22:48:01,2024-05-23 16:53:01,2024-05-27 06:53:01,2024-05-30 10:53:01,2024-06-01 22:48:01,COP,col_unique_002591,villavicencio,meta,500,5.0,1652300.0,122500.0,4.0,deportes,1774800.0,1.0,6.0,tarjeta_credito
col_order_0003701,col_customer_0003701,delivered,2024-05-17 16:49:50,2024-05-18 15:30:50,2024-05-20 03:30:50,2024-05-24 07:30:50,2024-05-21 16:49:50,COP,col_unique_002592,medellin,antioquia,050,2.0,247400.0,26200.0,2.0,belleza,273600.0,1.0,1.0,tarjeta_debito
col_order_0003702,col_customer_0003702,delivered,2024-11-22 05:51:33,2024-11-22 14:00:33,2024-11-23 11:00:33,2024-12-01 23:00:33,2024-12-04 05:51:33,COP,col_unique_002593,bogota,bogota d.c.,110,3.0,922500.0,72600.0,3.0,celulares,995100.0,1.0,1.0,tarjeta_debito
col_order_0003703,col_customer_0003703,delivered,2025-02-06 04:51:33,2025-02-06 06:16:33,2025-02-07 00:16:33,2025-02-12 22:16:33,2025-02-09 04:51:33,COP,col_unique_002593,bogota,bogota d.c.,110,1.0,74600.0,17800.0,1.0,mercado,92400.0,1.0,1.0,tarjeta_credito
col_order_0003704,col_customer_0003704,returned,2024-01-17 08:43:30,2024-01-17 15:48:30,2024-01-20 11:48:30,2024-01-31 00:48:30,2024-01-22 08:43:30,COP,col_unique_002594,pasto,narino,520,1.0,371400.0,34700.0,1.0,tecnologia,406100.0,1.0,6.0,credito_bnpl
col_order_0003705,col_customer_0003705,delivered,2024-08-14 01:32:48,2024-08-15 01:56:48,2024-08-16 05:56:48,2024-08-28 23:56:48,2024-08-17 01:32:48,COP,col_unique_002595,ibague,tolima,730,1.0,132600.0,15400.0,1.0,moda,148000.0,1.0,1.0,contra_entrega
col_order_0003706,col_customer_0003706,canceled,2024-12-16 13:32:48,2024-12-16 17:24:48,,,2024-12-21 13:32:48,COP,col_unique_002595,ibague,tolima,730,2.0,224500.0,34100.0,2.0,juguetes,258600.0,1.0,1.0,transferencia
col_order_0003707,col_customer_0003707,delivered,2025-07-29 08:32:48,2025-07-29 11:43:48,2025-08-01 06:43:48,2025-08-08 12:43:48,2025-08-12 08:32:48,COP,col_unique_002595,ibague,tolima,730,2.0,305100.0,37700.0,2.0,hogar,342800.0,1.0,1.0,tarjeta_debito
col_order_0003708,col_customer_0003708,delivered,2024-01-13 22:10:11,2024-01-14 05:28:11,2024-01-15 09:28:11,2024-01-24 10:28:11,2024-01-16 22:10:11,COP,col_unique_002596,medellin,antioquia,050,1.0,381600.0,31300.0,1.0,celulares,412900.0,1.0,1.0,tarjeta_debito
col_order_0003709,col_customer_0003709,returned,2024-10-31 01:35:01,2024-11-01 21:01:01,2024-11-04 05:01:01,2024-11-14 09:01:01,2024-11-13 01:35:01,COP,col_unique_002597,cali,valle del cauca,760,1.0,117800.0,12400.0,1.0,mascotas,130200.0,1.0,1.0,tarjeta_credito
col_order_0003710,col_customer_0003710,canceled,2025-01-23 17:35:01,2025-01-24 08:21:01,,,2025-01-27 17:35:01,COP,col_unique_002597,cali,valle del cauca,760,1.0,134900.0,20500.0,1.0,moda,155400.0,1.0,1.0,bono_regalo
col_order_0003711,col_customer_0003711,delivered,2024-05-03 14:01:00,2024-05-04 16:56:00,2024-05-07 05:56:00,2024-05-14 23:56:00,2024-05-16 14:01:00,COP,col_unique_002598,popayan,cauca,190,1.0,271700.0,34200.0,1.0,hogar,305900.0,1.0,1.0,contra_entrega
col_order_0003712,col_customer_0003712,delivered,2024-02-26 23:32:11,2024-02-27 21:42:11,2024-03-02 10:42:11,2024-03-10 00:42:11,2024-03-03 23:32:11,COP,col_unique_002599,cali,valle del cauca,760,2.0,285700.0,23300.0,2.0,moda,309000.0,1.0,1.0,transferencia
col_order_0003713,col_customer_0003713,delivered,2024-04-03 04:32:11,2024-04-04 03:17:11,2024-04-04 19:17:11,2024-04-08 10:17:11,2024-04-12 04:32:11,COP,col_unique_002599,cali,valle del cauca,760,3.0,1363400.0,96000.0,3.0,accesorios_moto,1459400.0,1.0,1.0,contra_entrega
col_order_0003714,col_customer_0003714,returned,2025-03-28 09:41:47,2025-03-29 20:13:47,2025-03-31 03:13:47,2025-04-02 06:13:47,2025-04-03 09:41:47,COP,col_unique_002600,pasto,narino,520,2.0,326300.0,58700.0,2.0,deportes,385000.0,1.0,1.0,tarjeta_debito
col_order_0003715,col_customer_0003715,delivered,2025-05-18 08:29:38,2025-05-18 22:54:38,2025-05-20 13:54:38,2025-05-25 17:54:38,2025-05-28 08:29:38,COP,col_unique_002601,cartagena,bolivar,130,1.0,158600.0,18600.0,1.0,deportes,177200.0,1.0,1.0,tarjeta_credito
col_order_0003716,col_customer_0003716,delivered,2025-07-10 06:29:38,2025-07-11 14:53:38,2025-07-13 07:53:38,2025-07-17 07:53:38,2025-07-16 06:29:38,COP,col_unique_002601,cartagena,bolivar,130,4.0,458300.0,76200.0,4.0,hogar,534500.0,1.0,1.0,tarjeta_credito
col_order_0003717,col_customer_0003717,delivered,2025-09-15 18:29:38,2025-09-17 05:44:38,2025-09-18 11:44:38,2025-09-24 00:44:38,2025-09-29 18:29:38,COP,col_unique_002601,cartagena,bolivar,130,1.0,88800.0,14600.0,1.0,moda,103400.0,1.0,1.0,tarjeta_credito
col_order_0003718,col_customer_0003718,delivered,2024-06-28 12:00:20,2024-06-29 10:07:20,2024-07-02 17:07:20,2024-07-04 06:07:20,2024-07-03 12:00:20,COP,col_unique_002602,medellin,antioquia,050,3.0,442600.0,48300.0,3.0,hogar,490900.0,1.0,1.0,bono_regalo
col_order_0003719,col_customer_0003719,delivered,2025-01-08 23:10:05,2025-01-10 04:56:05,2025-01-13 09:56:05,2025-01-23 18:56:05,2025-01-18 23:10:05,COP,col_unique_002603,medellin,antioquia,050,1.0,109800.0,19200.0,1.0,mascotas,129000.0,1.0,1.0,tarjeta_credito
col_order_0003720,col_customer_0003720,delivered,2024-07-31 11:20:19,2024-08-01 01:27:19,2024-08-04 22:27:19,2024-08-16 18:27:19,2024-08-03 11:20:19,COP,col_unique_002604,bogota,bogota d.c.,110,1.0,116300.0,15500.0,1.0,belleza,131800.0,1.0,1.0,tarjeta_debito
col_order_0003721,col_customer_0003721,returned,2024-02-11 05:13:39,2024-02-12 03:42:39,2024-02-15 19:42:39,2024-02-22 19:42:39,2024-02-17 05:13:39,COP,col_unique_002605,cucuta,norte de santander,540,1.0,113400.0,23000.0,1.0,belleza,136400.0,1.0,6.0,tarjeta_credito
col_order_0003722,col_customer_0003722,delivered,2025-03-02 15:28:56,2025-03-02 22:30:56,2025-03-06 02:30:56,2025-03-13 17:30:56,2025-03-05 15:28:56,COP,col_unique_002606,unknown,valle del cauca,760,1.0,130600.0,18800.0,1.0,deportes,149400.0,1.0,1.0,tarjeta_debito
col_order_0003723,col_customer_0003723,delivered,2025-01-23 08:34:03,2025-01-23 18:48:03,2025-01-27 07:48:03,2025-01-28 08:48:03,2025-02-04 08:34:03,COP,col_unique_002607,bogota,bogota d.c.,110,1.0,161200.0,15100.0,1.0,mascotas,176300.0,1.0,1.0,bono_regalo
col_order_0003724,col_customer_0003724,delivered,2024-12-02 09:27:13,2024-12-02 14:59:13,2024-12-03 03:59:13,2024-12-14 20:59:13,2024-12-06 09:27:13,COP,col_unique_002608,neiva,huila,410,1.0,229400.0,29900.0,1.0,hogar,259300.0,1.0,1.0,tarjeta_debito
col_order_0003725,col_customer_0003725,delivered,2025-02-19 18:27:13,2025-02-20 17:11:13,2025-02-24 13:11:13,2025-03-07 03:11:13,2025-02-22 18:27:13,COP,col_unique_002608,neiva,huila,410,3.0,334200.0,45300.0,3.0,belleza,379500.0,1.0,1.0,tarjeta_debito
col_order_0003726,col_customer_0003726,returned,2024-11-26 21:38:15,2024-11-28 13:44:15,2024-12-02 07:44:15,2024-12-06 19:44:15,2024-12-03 21:38:15,COP,col_unique_002609,bogota,bogota d.c.,110,1.0,107900.0,17200.0,1.0,accesorios_moto,125100.0,1.0,3.0,unknown
col_order_0003727,col_customer_0003727,canceled,2025-05-07 18:38:15,2025-05-09 04:47:15,,,2025-05-10 18:38:15,COP,col_unique_002609,bogota,bogota d.c.,110,,,,,,,,,
col_order_0003728,col_customer_0003728,processing,2025-07-20 22:38:15,2025-07-21 15:18:15,,,2025-07-24 22:38:15,COP,col_unique_002609,bogota,bogota d.c.,110,1.0,74500.0,17700.0,1.0,mascotas,92200.0,1.0,3.0,tarjeta_credito
col_order_0003729,col_customer_0003729,returned,2024-02-05 14:26:59,2024-02-05 16:55:59,2024-02-07 15:55:59,2024-02-11 20:55:59,2024-02-10 14:26:59,COP,col_unique_002610,tunja,boyaca,150,3.0,1039400.0,74500.0,3.0,tecnologia,1113900.0,1.0,1.0,bono_regalo
col_order_0003730,col_customer_0003730,delivered,2024-05-13 19:26:59,2024-05-14 12:08:59,2024-05-16 07:08:59,2024-05-26 12:08:59,2024-05-25 19:26:59,COP,col_unique_002610,unknown,boyaca,150,1.0,53400.0,10400.0,1.0,libros,63800.0,1.0,1.0,transferencia
col_order_0003731,col_customer_0003731,delivered,2024-03-29 02:16:21,2024-03-30 08:02:21,2024-04-03 07:02:21,2024-04-12 21:02:21,2024-04-10 02:16:21,COP,col_unique_002611,medellin,antioquia,050,2.0,810700.0,19800.0,2.0,moda,872100.0,1.0,1.0,bono_regalo
col_order_0003732,col_customer_0003732,returned,2025-06-03 03:44:41,2025-06-04 06:39:41,2025-06-06 16:39:41,2025-06-08 02:39:41,2025-06-16 03:44:41,COP,col_unique_002612,cartagena,bolivar,130,1.0,132900.0,22400.0,1.0,deportes,155300.0,1.0,1.0,tarjeta_debito
col_order_0003733,col_customer_0003733,canceled,2025-05-03 16:36:21,2025-05-04 08:44:21,,,2025-05-11 16:36:21,COP,col_unique_002613,barranquilla,atlantico,080,1.0,41800.0,19200.0,1.0,libros,61000.0,2.0,1.0,tarjeta_credito
col_order_0003734,col_customer_0003734,returned,2025-03-14 23:05:57,2025-03-16 08:10:57,2025-03-18 08:10:57,2025-03-20 00:10:57,2025-03-26 23:05:57,COP,col_unique_002614,medellin,antioquia,050,1.0,187600.0,21300.0,1.0,hogar,208900.0,1.0,1.0,tarjeta_debito
col_order_0003735,col_customer_0003735,delivered,2024-10-26 00:19:26,2024-10-26 13:30:26,2024-10-29 12:30:26,2024-11-02 02:30:26,2024-11-02 00:19:26,COP,col_unique_002615,bogota,bogota d.c.,110,3.0,339300.0,42300.0,3.0,hogar,381600.0,1.0,1.0,tarjeta_debito
col_order_0003736,col_customer_0003736,delivered,2025-06-26 03:28:04,2025-06-26 14:46:04,2025-06-28 17:46:04,2025-07-11 12:46:04,2025-07-02 03:28:04,COP,col_unique_002616,bucaramanga,santander,680,3.0,1257200.0,93900.0,3.0,tecnologia,1351100.0,1.0,6.0,tarjeta_credito
col_order_0003737,col_customer_0003737,delivered,2024-03-23 23:48:29,2024-03-24 14:44:29,2024-03-28 12:44:29,2024-04-01 22:44:29,2024-03-26 23:48:29,COP,col_unique_002617,bogota,bogota d.c.,110,2.0,758400.0,41400.0,2.0,celulares,800800.0,1.0,1.0,transferencia
col_order_0003738,col_customer_0003738,delivered,2024-08-13 14:12:57,2024-08-15 03:21:57,2024-08-19 03:21:57,2024-08-20 15:21:57,2024-08-19 14:12:57,COP,col_unique_002618,pasto,narino,520,1.0,153200.0,30900.0,1.0,salud,184100.0,1.0,3.0,tarjeta_credito
col_order_0003739,col_customer_0003739,delivered,2025-06-20 13:51:23,2025-06-22 05:17:23,2025-06-24 15:17:23,2025-06-28 23:17:23,2025-06-23 13:51:23,COP,col_unique_002619,medellin,antioquia,050,2.0,652000.0,40300.0,2.0,electrodomesticos,692300.0,1.0,6.0,tarjeta_credito
col_order_0003740,col_customer_0003740,delivered,2025-08-25 07:51:23,2025-08-26 10:51:23,2025-08-29 18:51:23,2025-09-02 07:51:23,2025-09-05 07:51:23,COP,col_unique_002619,medellin,antioquia,050,2.0,736200.0,55200.0,2.0,celulares,791400.0,1.0,3.0,tarjeta_credito
col_order_0003741,col_customer_0003741,delivered,2025-05-10 00:29:41,2025-05-10 22:15:41,2025-05-12 10:15:41,2025-05-13 18:15:41,2025-05-23 00:29:41,COP,col_unique_002620,medellin,antioquia,050,4.0,1223200.0,81700.0,4.0,belleza,1304900.0,1.0,6.0,tarjeta_credito
col_order_0003742,col_customer_0003742,delivered,2024-01-10 23:19:07,2024-01-12 00:29:07,2024-01-12 19:29:07,2024-01-14 01:29:07,2024-01-17 23:19:07,COP,col_unique_002621,bogota,bogota d.c.,110,1.0,91200.0,19700.0,1.0,mercado,110900.0,1.0,1.0,transferencia
col_order_0003743,col_customer_0003743,delivered,2024-07-02 04:20:52,2024-07-03 15:47:52,2024-07-05 18:47:52,2024-07-07 17:47:52,2024-07-07 04:20:52,COP,col_unique_002622,bucaramanga,santander,680,4.0,942700.0,108200.0,4.0,belleza,1064500.0,2.0,12.0,tarjeta_credito
col_order_0003744,col_customer_0003744,delivered,2024-02-06 11:49:15,2024-02-06 14:04:15,2024-02-09 18:04:15,2024-02-17 03:04:15,2024-02-13 11:49:15,COP,col_unique_002623,medellin,antioquia,050,1.0,237400.0,24400.0,1.0,hogar,261800.0,1.0,1.0,transferencia
col_order_0003745,col_customer_0003745,delivered,2024-08-30 19:49:15,2024-09-01 03:17:15,2024-09-03 07:17:15,2024-09-06 05:17:15,2024-09-05 19:49:15,COP,col_unique_002623,medellin,antioquia,050,2.0,185100.0,35600.0,2.0,belleza,220700.0,1.0,1.0,transferencia
col_order_0003746,col_customer_0003746,delivered,2024-12-19 11:49:15,2024-12-19 13:32:15,2024-12-23 02:32:15,2024-12-26 00:32:15,2024-12-30 11:49:15,COP,col_unique_002623,medellin,antioquia,050,1.0,124400.0,8700.0,1.0,moda,125300.0,1.0,1.0,transferencia
col_order_0003747,col_customer_0003747,delivered,2024-10-13 01:48:21,2024-10-14 18:13:21,2024-10-17 06:13:21,2024-10-25 03:13:21,2024-10-18 01:48:21,COP,col_unique_002624,bogota,bogota d.c.,110,1.0,234600.0,22700.0,1.0,hogar,257300.0,1.0,1.0,tarjeta_debito
col_order_0003748,col_customer_0003748,delivered,2024-05-06 03:08:40,2024-05-08 00:47:40,2024-05-10 18:47:40,2024-05-12 17:47:40,2024-05-20 03:08:40,COP,col_unique_002625,barranquilla,atlantico,080,4.0,862900.0,87400.0,4.0,belleza,950300.0,1.0,3.0,credito_bnpl
col_order_0003749,col_customer_0003749,delivered,2024-08-24 02:08:40,2024-08-24 18:39:40,2024-08-26 08:39:40,2024-09-06 21:39:40,2024-09-06 02:08:40,COP,col_unique_002625,barranquilla,atlantico,080,4.0,1273700.0,105800.0,4.0,celulares,1379500.0,1.0,12.0,tarjeta_credito
col_order_0003750,col_customer_0003750,returned,2024-06-28 15:19:05,2024-06-30 06:40:05,2024-07-01 03:40:05,2024-07-03 09:40:05,2024-07-01 15:19:05,COP,col_unique_002626,pereira,risaralda,660,1.0,189800.0,25500.0,1.0,tecnologia,215300.0,1.0,3.0,credito_bnpl
col_order_0003751,col_customer_0003751,processing,2024-04-27 18:40:53,2024-04-27 19:50:53,,,2024-05-01 18:40:53,COP,col_unique_002627,bogota,bogota d.c.,110,2.0,167400.0,21700.0,2.0,libros,189100.0,1.0,6.0,unknown
col_order_0003752,col_customer_0003752,delivered,2024-08-12 13:40:53,2024-08-13 18:32:53,2024-08-15 04:32:53,2024-08-16 23:32:53,2024-08-24 13:40:53,COP,col_unique_002627,bogota,bogota d.c.,110,3.0,1046000.0,58500.0,3.0,deportes,1121600.0,1.0,1.0,transferencia
col_order_0003753,col_customer_0003753,canceled,2025-02-13 14:19:43,2025-02-15 07:16:43,,,,COP,col_unique_002628,bogota,bogota d.c.,110,,,,,,,,,
col_order_0003754,col_customer_0003754,returned,2025-09-02 21:19:43,2025-09-04 03:26:43,2025-09-05 10:26:43,2025-09-13 05:26:43,2025-09-06 21:19:43,COP,col_unique_002628,bogota,bogota d.c.,110,3.0,343600.0,55700.0,3.0,belleza,395300.0,1.0,1.0,transferencia
col_order_0003755,col_customer_0003755,returned,2025-12-02 00:19:43,2025-12-03 15:06:43,2025-12-07 01:06:43,2025-12-17 03:06:43,2025-12-11 00:19:43,COP,col_unique_002628,bogota,bogota d.c.,110,1.0,132300.0,10800.0,1.0,juguetes,143100.0,1.0,1.0,tarjeta_debito
col_order_0003756,col_customer_0003756,delivered,2024-06-14 17:54:16,2024-06-15 00:41:16,2024-06-16 21:41:16,2024-06-27 04:41:16,2024-06-18 17:54:16,COP,col_unique_002629,santa marta,magdalena,470,1.0,94300.0,32700.0,1.0,belleza,127000.0,1.0,1.0,transferencia
col_order_0003757,col_customer_0003757,delivered,2024-04-24 17:28:57,2024-04-25 20:10:57,2024-04-27 06:10:57,2024-04-29 04:10:57,2024-05-04 17:28:57,COP,col_unique_002630,cali,valle del cauca,760,1.0,195500.0,23900.0,1.0,hogar,223300.0,1.0,3.0,tarjeta_credito
col_order_0003758,col_customer_0003758,delivered,2024-01-05 14:04:36,2024-01-05 23:20:36,2024-01-07 19:20:36,2024-01-20 04:20:36,2024-01-16 14:04:36,COP,col_unique_002631,cali,valle del cauca,760,1.0,583800.0,29000.0,1.0,tecnologia,612800.0,1.0,6.0,tarjeta_credito
col_order_0003759,col_customer_0003759,delivered,2025-02-15 06:34:41,2025-02-16 22:16:41,2025-02-17 22:16:41,2025-02-19 16:16:41,2025-03-01 06:34:41,COP,col_unique_002632,cali,valle del cauca,760,1.0,84300.0,17600.0,1.0,mercado,94100.0,1.0,1.0,tarjeta_debito
col_order_0003760,col_customer_0003760,delivered,2025-05-10 04:34:41,2025-05-10 12:18:41,2025-05-13 14:18:41,2025-05-25 05:18:41,2025-05-19 04:34:41,COP,col_unique_002632,cali,valle del cauca,760,1.0,146600.0,20700.0,1.0,moda,167300.0,1.0,1.0,tarjeta_credito
col_order_0003761,col_customer_0003761,canceled,2024-10-11 12:38:10,2024-10-13 12:38:10,,,2024-10-15 12:38:10,COP,col_unique_002633,medellin,antioquia,050,2.0,170300.0,29100.0,2.0,mercado,199400.0,1.0,1.0,tarjeta_credito
col_order_0003762,col_customer_0003762,delivered,2025-04-08 04:38:10,2025-04-09 18:33:10,2025-04-10 03:33:10,2025-04-16 01:33:10,2025-04-13 04:38:10,COP,col_unique_002633,medellin,antioquia,050,1.0,206900.0,18700.0,1.0,deportes,225600.0,1.0,1.0,tarjeta_debito
col_order_0003763,col_customer_0003763,processing,2025-09-20 16:38:10,2025-09-21 15:48:10,,,2025-09-30 16:38:10,COP,col_unique_002633,medellin,antioquia,050,1.0,658800.0,49100.0,1.0,electrodomesticos,694000.0,1.0,1.0,tarjeta_credito
