order_id,payment_sequential,payment_type,payment_installments,payment_value,currency
col_order_0003325,1,tarjeta_debito,1,126700.00,COP
col_order_0003326,1,tarjeta_credito,6,436400.00,COP
col_order_0003327,1,contra_entrega,1,290700.00,COP
col_order_0003328,1,transferencia,1,776900.00,COP
col_order_0003329,1,tarjeta_credito,3,242800.00,COP
col_order_0003330,1,transferencia,1,923400.00,COP
col_order_0003331,1,tarjeta_debito,1,117100.00,COP
col_order_0003332,1,transferencia,1,292800.00,COP
col_order_0003334,1,transferencia,1,640600.00,COP
col_order_0003335,1,tarjeta_credito,1,164100.00,COP
col_order_0003336,1,transferencia,1,321900.00,COP
col_order_0003337,1,transferencia,1,728100.00,COP
col_order_0003338,1,tarjeta_credito,1,107400.00,COP
col_order_0003339,1,tarjeta_credito,1,411900.00,COP
col_order_0003340,1,transferencia,1,452700.00,COP
col_order_0003341,1,tarjeta_debito,1,548300.00,COP
col_order_0003342,1,contra_entrega,1,486900.00,COP
col_order_0003343,1,transferencia,1,69500.00,COP
col_order_0003344,1,,1,1176900.00,COP
col_order_0003345,1,tarjeta_debito,1,388300.00,COP
col_order_0003346,1,transferencia,1,90300.00,COP
col_order_0003347,1,tarjeta_credito,3,176600.00,COP
col_order_0003348,1,tarjeta_credito,1,95600.00,COP
col_order_0003349,1,tarjeta_credito,1,225100.00,COP
col_order_0003350,1,credito_bnpl,3,243400.00,COP
col_order_0003351,1,transferencia,1,1758300.00,COP
col_order_0003352,1,tarjeta_credito,6,39900.00,COP
col_order_0003352,2,bono_regalo,,63400.00,COP
col_order_0003353,1,credito_bnpl,6,1511200.00,COP
col_order_0003354,1,contra_entrega,1,924600.00,COP
col_order_0003355,1,tarjeta_credito,6,210400.00,COP
col_order_0003356,1,tarjeta_credito,1,151000.00,COP
col_order_0003357,1,transferencia,1,30000.00,COP
col_order_0003357,2,tarjeta_debito,1,68100.00,COP
col_order_0003358,1,transferencia,1,1055200.00,COP
col_order_0003358,2,transferencia,1,495400.00,COP
col_order_0003359,1,tarjeta_credito,1,410400.00,COP
col_order_0003360,1,tarjeta_credito,3,1115200.00,COP
col_order_0003361,1,tarjeta_debito,1,111600.00,COP
col_order_0003362,1,tarjeta_credito,3,146100.00,COP
col_order_0003363,1,tarjeta_credito,1,223500.00,COP
col_order_0003364,1,contra_entrega,1,267700.00,COP
col_order_0003365,1,contra_entrega,1,172200.00,COP
col_order_0003366,1,transferencia,1,1344800.00,COP
col_order_0003367,1,transferencia,1,111500.00,COP
col_order_0003368,1,tarjeta_debito,1,397900.00,COP
col_order_0003369,1,transferencia,1,319500.00,COP
col_order_0003370,1,bono_regalo,1,723800.00,COP
col_order_0003371,1,transferencia,1,2103600.00,COP
col_order_0003372,1,contra_entrega,1,753200.00,COP
col_order_0003373,1,contra_entrega,1,502200.00,COP
col_order_0003375,1,tarjeta_debito,1,506700.00,COP
col_order_0003376,1,tarjeta_debito,1,1226200.00,COP
col_order_0003378,1,tarjeta_credito,1,186700.00,COP
col_order_0003379,1,tarjeta_credito,1,123200.00,COP
col_order_0003380,1,transferencia,1,118900.00,COP
col_order_0003381,1,transferencia,1,186500.00,COP
col_order_0003383,1,tarjeta_debito,1,186200.00,COP
col_order_0003384,1,tarjeta_credito,6,639600.00,COP
col_order_0003384,2,transferencia,1,1121800.00,COP
col_order_0003385,1,tarjeta_credito,3,1200200.00,COP
col_order_0003386,1,tarjeta_credito,3,932300.00,COP
col_order_0003387,1,tarjeta_credito,3,274800.00,COP
col_order_0003388,1,tarjeta_credito,6,359100.00,COP
col_order_0003389,1,tarjeta_credito,3,104200.00,COP
col_order_0003390,1,tarjeta_credito,6,658800.00,COP
col_order_0003391,1,tarjeta_credito,1,83200.00,COP
col_order_0003392,1,credito_bnpl,12,456600.00,COP
col_order_0003393,1,transferencia,1,180000.00,COP
col_order_0003394,1,transferencia,1,285800.00,COP
col_order_0003396,1,contra_entrega,1,188300.00,COP
col_order_0003397,1,contra_entrega,1,552200.00,COP
col_order_0003397,2,tarjeta_credito,1,190200.00,COP
col_order_0003398,1,transferencia,1,93100.00,COP
col_order_0003399,1,credito_bnpl,1,171400.00,COP
col_order_0003400,1,tarjeta_credito,1,86100.00,COP
col_order_0003400,2,tarjeta_credito,1,87600.00,COP
col_order_0003401,1,tarjeta_credito,1,116500.00,COP
col_order_0003402,1,transferencia,1,399300.00,COP
col_order_0003404,1,transferencia,1,1649800.00,COP
col_order_0003405,1,tarjeta_credito,1,129300.00,COP
col_order_0003406,1,transferencia,1,219400.00,COP
col_order_0003407,1,credito_bnpl,1,135700.00,COP
col_order_0003408,1,tarjeta_credito,1,219200.00,COP
col_order_0003409,1,contra_entrega,1,76400.00,COP
col_order_0003409,2,tarjeta_credito,3,32100.00,COP
col_order_0003410,1,transferencia,1,148200.00,COP
col_order_0003411,1,transferencia,1,787400.00,COP
col_order_0003412,1,credito_bnpl,3,223000.00,COP
col_order_0003412,2,credito_bnpl,6,86800.00,COP
col_order_0003413,1,tarjeta_credito,6,117800.00,COP
col_order_0003414,1,bono_regalo,1,163400.00,COP
col_order_0003415,1,credito_bnpl,3,627700.00,COP
col_order_0003418,1,transferencia,1,42300.00,COP
col_order_0003418,2,tarjeta_credito,1,63400.00,COP
col_order_0003419,1,tarjeta_debito,1,184100.00,COP
col_order_0003420,1,contra_entrega,1,236400.00,COP
col_order_0003421,1,credito_bnpl,3,384200.00,COP
col_order_0003422,1,,1,987300.00,COP
col_order_0003423,1,tarjeta_credito,1,737100.00,COP
col_order_0003424,1,tarjeta_credito,3,68500.00,COP
col_order_0003424,2,contra_entrega,1,160400.00,COP
col_order_0003425,1,tarjeta_credito,3,479600.00,COP
col_order_0003426,1,tarjeta_credito,12,1589600.00,COP
col_order_0003427,1,tarjeta_credito,1,60000.00,COP
col_order_0003427,2,tarjeta_credito,1,26800.00,COP
col_order_0003428,1,tarjeta_debito,1,75200.00,COP
col_order_0003428,2,,1,59500.00,COP
col_order_0003430,1,tarjeta_credito,3,193100.00,COP
col_order_0003431,1,tarjeta_credito,1,359500.00,COP
col_order_0003432,1,transferencia,1,3164400.00,COP
col_order_0003432,2,tarjeta_credito,6,1109300.00,COP
col_order_0003433,1,transferencia,1,549500.00,COP
col_order_0003434,1,transferencia,1,668400.00,COP
col_order_0003435,1,tarjeta_credito,3,816000.00,COP
col_order_0003436,1,transferencia,1,389600.00,COP
col_order_0003437,1,tarjeta_credito,1,141600.00,COP
col_order_0003438,1,transferencia,1,115000.00,COP
col_order_0003439,1,credito_bnpl,3,946700.00,COP
col_order_0003440,1,tarjeta_credito,12,1029600.00,COP
col_order_0003441,1,tarjeta_credito,1,505000.00,COP
col_order_0003442,1,tarjeta_debito,1,114600.00,COP
col_order_0003443,1,tarjeta_credito,1,243100.00,COP
col_order_0003444,1,credito_bnpl,1,437700.00,COP
col_order_0003445,1,tarjeta_credito,3,264200.00,COP
col_order_0003446,1,transferencia,1,167300.00,COP
col_order_0003446,2,tarjeta_credito,1,116500.00,COP
col_order_0003447,1,transferencia,1,124700.00,COP
col_order_0003448,1,transferencia,1,137800.00,COP
col_order_0003449,1,tarjeta_debito,1,105000.00,COP
col_order_0003450,1,tarjeta_credito,6,372100.00,COP
col_order_0003451,1,transferencia,1,269700.00,COP
col_order_0003452,1,tarjeta_credito,1,134400.00,COP
col_order_0003453,1,tarjeta_debito,1,137100.00,COP
col_order_0003454,1,tarjeta_credito,3,282700.00,COP
col_order_0003455,1,transferencia,1,163200.00,COP
col_order_0003456,1,tarjeta_credito,3,107100.00,COP
col_order_0003457,1,tarjeta_credito,6,846500.00,COP
col_order_0003458,1,contra_entrega,1,80200.00,COP
col_order_0003458,2,tarjeta_debito,1,63200.00,COP
col_order_0003459,1,tarjeta_debito,1,1262200.00,COP
col_order_0003460,1,credito_bnpl,3,81100.00,COP
col_order_0003461,1,credito_bnpl,6,717100.00,COP
col_order_0003462,1,tarjeta_credito,1,142600.00,COP
col_order_0003463,1,tarjeta_credito,1,155300.00,COP
col_order_0003464,1,transferencia,1,891600.00,COP
col_order_0003465,1,tarjeta_credito,1,420800.00,COP
col_order_0003466,1,bono_regalo,1,298600.00,COP
col_order_0003467,1,transferencia,1,192400.00,COP
col_order_0003468,1,bono_regalo,1,195700.00,COP
col_order_0003469,1,tarjeta_credito,3,737200.00,COP
col_order_0003470,1,contra_entrega,1,359400.00,COP
col_order_0003471,1,tarjeta_debito,1,236700.00,COP
col_order_0003471,2,credito_bnpl,6,437400.00,COP
col_order_0003472,1,tarjeta_credito,1,748200.00,COP
col_order_0003473,1,tarjeta_credito,3,872200.00,COP
col_order_0003474,1,tarjeta_credito,3,731800.00,COP
col_order_0003475,1,tarjeta_credito,1,851500.00,COP
col_order_0003476,1,transferencia,1,92100.00,COP
col_order_0003476,2,tarjeta_credito,6,92900.00,COP
col_order_0003477,1,transferencia,1,110200.00,COP
col_order_0003478,1,tarjeta_debito,1,95800.00,COP
col_order_0003479,1,transferencia,1,131400.00,COP
col_order_0003480,1,contra_entrega,1,349400.00,COP
col_order_0003481,1,transferencia,1,78600.00,COP
col_order_0003482,1,contra_entrega,1,742900.00,COP
col_order_0003483,1,transferencia,1,232700.00,COP
col_order_0003484,1,transferencia,1,169900.00,COP
col_order_0003485,1,transferencia,1,219200.00,COP
col_order_0003486,1,tarjeta_debito,1,252000.00,COP
col_order_0003487,1,tarjeta_credito,3,653300.00,COP
col_order_0003488,1,transferencia,1,592900.00,COP
col_order_0003489,1,tarjeta_debito,1,667900.00,COP
col_order_0003490,1,tarjeta_credito,6,253500.00,COP
col_order_0003491,1,tarjeta_credito,3,202700.00,COP
col_order_0003492,1,transferencia,1,1160500.00,COP
col_order_0003494,1,transferencia,1,251800.00,COP
col_order_0003495,1,bono_regalo,1,711000.00,COP
col_order_0003496,1,bono_regalo,1,283500.00,COP
col_order_0003497,1,tarjeta_credito,3,146600.00,COP
col_order_0003498,1,credito_bnpl,3,948600.00,COP
col_order_0003499,1,transferencia,1,247400.00,COP
col_order_0003500,1,bono_regalo,1,540100.00,COP
col_order_0003501,1,credito_bnpl,1,173200.00,COP
col_order_0003502,1,tarjeta_credito,6,292600.00,COP
col_order_0003503,1,transferencia,1,97500.00,COP
col_order_0003504,1,tarjeta_debito,1,115000.00,COP
col_order_0003504,2,tarjeta_debito,1,196300.00,COP
col_order_0003505,1,tarjeta_debito,1,733300.00,COP
col_order_0003506,1,bono_regalo,1,847100.00,COP
col_order_0003507,1,tarjeta_debito,1,115900.00,COP
col_order_0003508,1,transferencia,1,380600.00,COP
col_order_0003509,1,tarjeta_credito,12,538500.00,COP
col_order_0003510,1,tarjeta_debito,1,82400.00,COP
col_order_0003511,1,credito_bnpl,12,508500.00,COP
col_order_0003511,2,tarjeta_credito,1,715500.00,COP
col_order_0003512,1,tarjeta_credito,3,418600.00,COP
col_order_0003513,1,tarjeta_credito,3,125600.00,COP
col_order_0003514,1,bono_regalo,1,948700.00,COP
col_order_0003515,1,tarjeta_debito,1,233100.00,COP
col_order_0003516,1,tarjeta_debito,1,985200.00,COP
col_order_0003518,1,tarjeta_debito,1,79600.00,COP
col_order_0003519,1,credito_bnpl,3,58000.00,COP
col_order_0003519,2,tarjeta_credito,3,71000.00,COP
col_order_0003520,1,tarjeta_credito,6,266600.00,COP
col_order_0003521,1,tarjeta_credito,3,649400.00,COP
col_order_0003522,1,transferencia,1,317900.00,COP
col_order_0003523,1,tarjeta_credito,3,102300.00,COP
col_order_0003524,1,tarjeta_debito,1,521200.00,COP
col_order_0003525,1,credito_bnpl,6,742900.00,COP
col_order_0003526,1,transferencia,1,192800.00,COP
col_order_0003527,1,contra_entrega,1,258400.00,COP
col_order_0003528,1,tarjeta_credito,3,365400.00,COP
col_order_0003529,1,tarjeta_debito,1,132700.00,COP
col_order_0003531,1,bono_regalo,1,184000.00,COP
col_order_0003532,1,transferencia,1,613000.00,COP
col_order_0003533,1,contra_entrega,1,828600.00,COP
col_order_0003534,1,contra_entrega,1,102500.00,COP
col_order_0003535,1,contra_entrega,1,120000.00,COP
col_order_0003536,1,tarjeta_credito,6,147800.00,COP
col_order_0003537,1,credito_bnpl,6,654600.00,COP
col_order_0003538,1,tarjeta_credito,12,275400.00,COP
col_order_0003539,1,contra_entrega,1,1385500.00,COP
col_order_0003540,1,transferencia,1,839600.00,COP
col_order_0003541,1,tarjeta_credito,3,997800.00,COP
col_order_0003542,1,tarjeta_credito,1,135100.00,COP
col_order_0003543,1,tarjeta_debito,1,261800.00,COP
col_order_0003544,1,contra_entrega,1,134600.00,COP
col_order_0003545,1,transferencia,1,295900.00,COP
col_order_0003546,1,tarjeta_debito,1,329700.00,COP
col_order_0003547,1,tarjeta_credito,6,911000.00,COP
col_order_0003548,1,tarjeta_credito,6,335500.00,COP
col_order_0003549,1,tarjeta_credito,1,113900.00,COP
col_order_0003550,1,transferencia,1,521300.00,COP
col_order_0003550,2,tarjeta_debito,1,253500.00,COP
col_order_0003551,1,tarjeta_credito,3,226600.00,COP
col_order_0003553,1,credito_bnpl,3,2248300.00,COP
col_order_0003555,1,credito_bnpl,6,116500.00,COP
col_order_0003555,2,contra_entrega,1,333900.00,COP
col_order_0003556,1,tarjeta_credito,1,96500.00,COP
col_order_0003557,1,tarjeta_credito,3,570600.00,COP
col_order_0003558,1,credito_bnpl,3,156000.00,COP
col_order_0003560,1,tarjeta_credito,3,419700.00,COP
col_order_0003561,1,transferencia,1,1156200.00,COP
col_order_0003562,1,credito_bnpl,6,147200.00,COP
col_order_0003563,1,contra_entrega,1,245800.00,COP
col_order_0003564,1,tarjeta_credito,6,590500.00,COP
col_order_0003565,1,credito_bnpl,6,1198700.00,COP
col_order_0003566,1,tarjeta_credito,6,592100.00,COP
col_order_0003567,1,tarjeta_credito,1,175300.00,COP
col_order_0003568,1,transferencia,1,137400.00,COP
col_order_0003570,1,contra_entrega,1,50100.00,COP
col_order_0003570,2,tarjeta_credito,1,92000.00,COP
col_order_0003571,1,tarjeta_debito,1,234000.00,COP
col_order_0003571,2,tarjeta_debito,1,463200.00,COP
col_order_0003572,1,tarjeta_credito,1,169400.00,COP
col_order_0003572,2,credito_bnpl,3,154400.00,COP
col_order_0003573,1,tarjeta_credito,6,500600.00,COP
col_order_0003574,1,tarjeta_credito,6,403400.00,COP
col_order_0003575,1,bono_regalo,1,118400.00,COP
col_order_0003576,1,tarjeta_credito,6,1769400.00,COP
col_order_0003577,1,tarjeta_credito,1,101200.00,COP
col_order_0003578,1,contra_entrega,1,227200.00,COP
col_order_0003579,1,tarjeta_credito,3,625900.00,COP
col_order_0003580,1,credito_bnpl,6,132300.00,COP
col_order_0003582,1,credito_bnpl,3,323500.00,COP
col_order_0003583,1,tarjeta_credito,12,1562100.00,COP
col_order_0003584,1,contra_entrega,1,693800.00,COP
col_order_0003585,1,transferencia,1,268700.00,COP
col_order_0003586,1,transferencia,1,143700.00,COP
col_order_0003587,1,tarjeta_debito,1,158200.00,COP
col_order_0003588,1,tarjeta_credito,3,146500.00,COP
col_order_0003589,1,credito_bnpl,6,114200.00,COP
col_order_0003590,1,tarjeta_debito,1,169100.00,COP
col_order_0003591,1,tarjeta_debito,1,111000.00,COP
col_order_0003592,1,tarjeta_credito,1,256600.00,COP
col_order_0003593,1,transferencia,1,150500.00,COP
col_order_0003594,1,credito_bnpl,3,157100.00,COP
col_order_0003595,1,credito_bnpl,3,324300.00,COP
col_order_0003596,1,tarjeta_credito,6,451300.00,COP
col_order_0003596,2,transferencia,1,326400.00,COP
col_order_0003597,1,contra_entrega,1,651500.00,COP
col_order_0003598,1,tarjeta_debito,1,388000.00,COP
col_order_0003599,1,transferencia,1,418800.00,COP
col_order_0003600,1,contra_entrega,1,102100.00,COP
col_order_0003601,1,transferencia,1,1042100.00,COP
col_order_0003603,1,tarjeta_credito,6,354200.00,COP
col_order_0003604,1,credito_bnpl,1,1005000.00,COP
col_order_0003605,1,tarjeta_credito,1,484400.00,COP
col_order_0003606,1,tarjeta_credito,3,162600.00,COP
col_order_0003607,1,credito_bnpl,1,700800.00,COP
col_order_0003608,1,tarjeta_credito,3,127500.00,COP
col_order_0003609,1,transferencia,1,207400.00,COP
col_order_0003610,1,tarjeta_credito,6,908800.00,COP
col_order_0003611,1,credito_bnpl,6,381100.00,COP
col_order_0003612,1,tarjeta_credito,1,749900.00,COP
col_order_0003613,1,tarjeta_debito,1,449900.00,COP
col_order_0003613,2,tarjeta_credito,1,280900.00,COP
col_order_0003614,1,tarjeta_credito,1,344300.00,COP
col_order_0003615,1,tarjeta_credito,6,366500.00,COP
col_order_0003618,1,contra_entrega,1,308200.00,COP
col_order_0003619,1,transferencia,1,570800.00,COP
col_order_0003620,1,contra_entrega,1,723100.00,COP
col_order_0003621,1,bono_regalo,1,313000.00,COP
col_order_0003622,1,tarjeta_debito,1,270200.00,COP
col_order_0003623,1,transferencia,1,160000.00,COP
col_order_0003623,2,tarjeta_debito,1,57000.00,COP
col_order_0003624,1,transferencia,1,271500.00,COP
col_order_0003625,1,tarjeta_debito,1,1290300.00,COP
col_order_0003627,1,tarjeta_credito,6,76400.00,COP
col_order_0003627,2,tarjeta_credito,1,30300.00,COP
col_order_0003628,1,transferencia,1,137800.00,COP
col_order_0003628,2,tarjeta_debito,1,51400.00,COP
col_order_0003629,1,tarjeta_credito,1,149800.00,COP
col_order_0003631,1,transferencia,1,126200.00,COP
col_order_0003632,1,bono_regalo,1,661400.00,COP
col_order_0003633,1,transferencia,1,864300.00,COP
col_order_0003634,1,tarjeta_credito,3,375100.00,COP
col_order_0003635,1,transferencia,1,153100.00,COP
col_order_0003636,1,tarjeta_credito,3,833700.00,COP
col_order_0003637,1,transferencia,1,370600.00,COP
col_order_0003638,1,tarjeta_debito,1,226400.00,COP
col_order_0003639,1,tarjeta_credito,1,136800.00,COP
col_order_0003640,1,credito_bnpl,6,99300.00,COP
col_order_0003640,2,tarjeta_credito,3,159500.00,COP
col_order_0003641,1,tarjeta_credito,1,177500.00,COP
col_order_0003643,1,tarjeta_credito,1,125500.00,COP
col_order_0003644,1,transferencia,1,777600.00,COP
col_order_0003645,1,transferencia,1,186400.00,COP
col_order_0003646,1,tarjeta_credito,18,1834000.00,COP
col_order_0003647,1,tarjeta_credito,1,581500.00,COP
col_order_0003648,1,tarjeta_credito,3,739000.00,COP
col_order_0003649,1,tarjeta_debito,1,114000.00,COP
col_order_0003650,1,credito_bnpl,1,191300.00,COP
col_order_0003651,1,transferencia,1,85700.00,COP
col_order_0003652,1,transferencia,1,1031600.00,COP
col_order_0003653,1,tarjeta_debito,1,1089800.00,COP
col_order_0003655,1,tarjeta_debito,1,202500.00,COP
col_order_0003656,1,tarjeta_credito,12,1239000.00,COP
col_order_0003657,1,contra_entrega,1,151600.00,COP
col_order_0003658,1,tarjeta_credito,1,99600.00,COP
col_order_0003659,1,tarjeta_debito,1,187400.00,COP
col_order_0003660,1,tarjeta_credito,1,103600.00,COP
col_order_0003661,1,tarjeta_credito,12,489700.00,COP
col_order_0003662,1,transferencia,1,19300.00,COP
col_order_0003662,2,tarjeta_credito,1,47900.00,COP
col_order_0003663,1,tarjeta_credito,1,174800.00,COP
col_order_0003664,1,tarjeta_credito,1,86100.00,COP
col_order_0003665,1,transferencia,1,180100.00,COP
col_order_0003666,1,tarjeta_credito,6,476600.00,COP
col_order_0003667,1,tarjeta_credito,3,1049200.00,COP
col_order_0003668,1,transferencia,1,307200.00,COP
col_order_0003668,2,credito_bnpl,1,105600.00,COP
col_order_0003669,1,tarjeta_credito,6,464400.00,COP
col_order_0003670,1,tarjeta_credito,3,223300.00,COP
col_order_0003671,1,tarjeta_credito,6,256300.00,COP
col_order_0003672,1,contra_entrega,1,38400.00,COP
col_order_0003672,2,tarjeta_debito,1,51300.00,COP
col_order_0003673,1,tarjeta_debito,1,246100.00,COP
col_order_0003674,1,tarjeta_credito,3,123500.00,COP
col_order_0003675,1,tarjeta_credito,3,578800.00,COP
col_order_0003677,1,tarjeta_debito,1,168500.00,COP
col_order_0003678,1,tarjeta_credito,6,435800.00,COP
col_order_0003680,1,bono_regalo,1,144800.00,COP
col_order_0003681,1,tarjeta_credito,6,178600.00,COP
col_order_0003682,1,tarjeta_credito,1,103700.00,COP
col_order_0003683,1,tarjeta_debito,1,95300.00,COP
col_order_0003685,1,credito_bnpl,6,512200.00,COP
col_order_0003686,1,tarjeta_credito,3,425300.00,COP
col_order_0003687,1,tarjeta_credito,3,98100.00,COP
col_order_0003688,1,transferencia,1,234100.00,COP
col_order_0003689,1,tarjeta_debito,1,699800.00,COP
col_order_0003690,1,tarjeta_debito,1,262800.00,COP
col_order_0003691,1,contra_entrega,1,223200.00,COP
col_order_0003692,1,bono_regalo,1,1299900.00,COP
col_order_0003693,1,tarjeta_credito,3,792000.00,COP
col_order_0003694,1,contra_entrega,1,89100.00,COP
col_order_0003695,1,credito_bnpl,6,167900.00,COP
col_order_0003696,1,tarjeta_credito,1,57200.00,COP
col_order_0003696,2,tarjeta_credito,3,102800.00,COP
col_order_0003697,1,tarjeta_credito,3,310900.00,COP
col_order_0003698,1,tarjeta_debito,1,292800.00,COP
col_order_0003699,1,credito_bnpl,1,590100.00,COP
col_order_0003700,1,tarjeta_credito,6,1774800.00,COP
col_order_0003701,1,tarjeta_debito,1,273600.00,COP
col_order_0003702,1,tarjeta_debito,1,995100.00,COP
col_order_0003703,1,tarjeta_credito,1,92400.00,COP
col_order_0003704,1,credito_bnpl,6,406100.00,COP
col_order_0003705,1,contra_entrega,1,148000.00,COP
col_order_0003706,1,transferencia,1,258600.00,COP
col_order_0003707,1,tarjeta_debito,1,342800.00,COP
col_order_0003708,1,tarjeta_debito,1,412900.00,COP
col_order_0003709,1,tarjeta_credito,1,130200.00,COP
col_order_0003710,1,bono_regalo,1,155400.00,COP
col_order_0003711,1,contra_entrega,1,305900.00,COP
col_order_0003712,1,transferencia,1,309000.00,COP
col_order_0003713,1,contra_entrega,1,1459400.00,COP
col_order_0003714,1,tarjeta_debito,1,385000.00,COP
col_order_0003715,1,tarjeta_credito,1,177200.00,COP
col_order_0003716,1,tarjeta_credito,1,534500.00,COP
col_order_0003717,1,tarjeta_credito,1,103400.00,COP
col_order_0003718,1,bono_regalo,1,490900.00,COP
col_order_0003719,1,tarjeta_credito,1,129000.00,COP
col_order_0003720,1,tarjeta_debito,1,131800.00,COP
col_order_0003721,1,tarjeta_credito,6,136400.00,COP
col_order_0003722,1,tarjeta_debito,1,149400.00,COP
col_order_0003723,1,bono_regalo,1,176300.00,COP
col_order_0003724,1,tarjeta_debito,1,259300.00,COP
col_order_0003725,1,tarjeta_debito,1,379500.00,COP
col_order_0003726,1,,3,125100.00,COP
col_order_0003728,1,tarjeta_credito,3,92200.00,COP
col_order_0003729,1,bono_regalo,1,1113900.00,COP
col_order_0003730,1,transferencia,1,63800.00,COP
col_order_0003731,1,bono_regalo,1,872100.00,COP
col_order_0003732,1,tarjeta_debito,1,155300.00,COP
col_order_0003733,1,tarjeta_debito,1,20800.00,COP
col_order_0003733,2,tarjeta_credito,1,40200.00,COP
col_order_0003734,1,tarjeta_debito,1,208900.00,COP
col_order_0003735,1,tarjeta_debito,1,381600.00,COP
col_order_0003736,1,tarjeta_credito,6,1351100.00,COP
col_order_0003737,1,transferencia,1,800800.00,COP
col_order_0003738,1,tarjeta_credito,3,184100.00,COP
col_order_0003739,1,tarjeta_credito,6,692300.00,COP
col_order_0003740,1,tarjeta_credito,3,791400.00,COP
col_order_0003741,1,tarjeta_credito,6,1304900.00,COP
col_order_0003742,1,transferencia,,110900.00,COP
col_order_0003743,1,tarjeta_credito,12,481800.00,COP
col_order_0003743,2,tarjeta_credito,12,582700.00,COP
col_order_0003744,1,transferencia,1,261800.00,COP
col_order_0003745,1,transferencia,1,220700.00,COP
col_order_0003746,1,transferencia,1,125300.00,COP
col_order_0003747,1,tarjeta_debito,1,257300.00,COP
col_order_0003748,1,credito_bnpl,3,950300.00,COP
col_order_0003749,1,tarjeta_credito,12,1379500.00,COP
col_order_0003750,1,credito_bnpl,3,215300.00,COP
col_order_0003751,1,,6,189100.00,COP
col_order_0003752,1,transferencia,1,1121600.00,COP
col_order_0003754,1,transferencia,1,395300.00,COP
col_order_0003755,1,tarjeta_debito,1,143100.00,COP
col_order_0003756,1,transferencia,1,127000.00,COP
col_order_0003757,1,tarjeta_credito,3,223300.00,COP
col_order_0003758,1,tarjeta_credito,6,612800.00,COP
col_order_0003759,1,tarjeta_debito,1,94100.00,COP
col_order_0003760,1,tarjeta_credito,1,167300.00,COP
col_order_0003761,1,tarjeta_credito,1,199400.00,COP
col_order_0003762,1,tarjeta_debito,1,225600.00,COP
col_order_0003763,1,tarjeta_credito,1,694000.00,COP
col_order_0003764,1,tarjeta_debito,1,338000.00,COP
col_order_0003765,1,transferencia,1,388700.00,COP
col_order_0003766,1,credito_bnpl,6,1322700.00,COP
col_order_0003767,1,contra_entrega,1,272500.00,COP
col_order_0003768,1,contra_entrega,1,1464100.00,COP
col_order_0003769,1,bono_regalo,1,664900.00,COP
col_order_0003769,2,credito_bnpl,3,271200.00,COP
col_order_0003770,1,transferencia,1,199100.00,COP
col_order_0003771,1,transferencia,1,89600.00,COP
col_order_0003772,1,transferencia,1,93400.00,COP
col_order_0003773,1,tarjeta_credito,1,159000.00,COP
col_order_0003774,1,tarjeta_credito,1,134400.00,COP
col_order_0003775,1,tarjeta_debito,1,167100.00,COP
col_order_0003776,1,tarjeta_credito,1,159300.00,COP
col_order_0003776,2,transferencia,1,210200.00,COP
col_order_0003777,1,tarjeta_credito,1,229500.00,COP
col_order_0003778,1,tarjeta_credito,1,182300.00,COP
col_order_0003779,1,tarjeta_credito,3,1427400.00,COP
col_order_0003780,1,credito_bnpl,12,841800.00,COP
col_order_0003781,1,transferencia,1,150700.00,COP
col_order_0003781,2,transferencia,1,251000.00,COP
col_order_0003782,1,contra_entrega,1,262200.00,COP
col_order_0003783,1,bono_regalo,1,350200.00,COP
col_order_0003783,2,tarjeta_debito,1,571400.00,COP
col_order_0003784,1,contra_entrega,1,515600.00,COP
col_order_0003785,1,transferencia,1,104100.00,COP
col_order_0003786,1,transferencia,1,261600.00,COP
col_order_0003786,2,tarjeta_credito,3,147700.00,COP
col_order_0003787,1,credito_bnpl,3,1006100.00,COP
col_order_0003789,1,tarjeta_credito,1,234200.00,COP
col_order_0003790,1,transferencia,1,845100.00,COP
col_order_0003791,1,tarjeta_credito,3,247200.00,COP
col_order_0003791,2,tarjeta_credito,1,342400.00,COP
col_order_0003792,1,tarjeta_debito,1,345000.00,COP
col_order_0003793,1,tarjeta_credito,3,192400.00,COP
col_order_0003794,1,tarjeta_credito,6,81000.00,COP
col_order_0003795,1,bono_regalo,1,281100.00,COP
col_order_0003797,1,credito_bnpl,6,650600.00,COP
col_order_0003798,1,transferencia,1,118700.00,COP
col_order_0003799,1,transferencia,1,134000.00,COP
col_order_0003800,1,transferencia,1,147200.00,COP
col_order_0003801,1,tarjeta_credito,3,238500.00,COP
col_order_0003802,1,tarjeta_credito,3,424900.00,COP
col_order_0003803,1,contra_entrega,1,113100.00,COP
col_order_0003804,1,credito_bnpl,3,193800.00,COP
col_order_0003805,1,transferencia,1,130900.00,COP
col_order_0003806,1,tarjeta_credito,3,108800.00,COP
col_order_0003806,2,tarjeta_credito,1,132200.00,COP
col_order_0003807,1,tarjeta_credito,1,99300.00,COP
col_order_0003808,1,tarjeta_credito,1,644600.00,COP
col_order_0003809,1,tarjeta_credito,3,339700.00,COP
col_order_0003810,1,tarjeta_debito,1,238900.00,COP
col_order_0003811,1,transferencia,1,154800.00,COP
col_order_0003812,1,tarjeta_credito,6,251200.00,COP
col_order_0003813,1,transferencia,1,151800.00,COP
col_order_0003814,1,transferencia,1,958200.00,COP
